TIME,COURSE,IMP_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2022/10/18 2:41:14 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/18 2:41:21 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,LIberal Arts,,,Woman,25-34
2022/10/18 2:42:33 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,19-20
2022/10/18 2:43:06 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Engineering,,,Man,18 and younger
2022/10/18 2:44:09 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Non-binary,19-20
2022/10/18 2:44:21 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,First Choice,,,Man,19-20
2022/10/18 2:45:38 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Engineering,,,Man,35-64
2022/10/18 2:48:21 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,LIberal Arts,,,Woman,19-20
2022/10/18 3:03:43 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/18 4:47:27 PM EST,CMP 128 Computer Science I,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,I am interested in coding however it is not what I would like to do permanently and like to focus on other things.  ,Man,19-20
2022/10/18 5:10:37 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business,,,,,,,,,,,,,,3,"It is not my major, just something I enjoy learning about",Man,25-34
2022/10/18 5:18:57 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Business,,,Man,18 and younger
2022/10/18 5:30:44 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,No,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,21-24
2022/10/18 5:43:26 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2022/10/18 6:50:56 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2022/10/19 9:43:56 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Business,,,,,,,,,,,,,,3,Following my Business Admin degree and took this course for fun and to satisfy my elective requirement.,Man,21-24
2022/10/19 12:05:07 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Finance,,,,,,,,,,,,,,4,I like the problem solving aspect when writing programs ,Man,19-20
2022/10/19 4:16:19 PM EST,CMP 128 Computer Science I,N/A,N/A,High Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Engineering,,,Woman,35-64
2022/10/19 4:29:30 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Science,,,Woman,19-20
2022/10/19 4:52:26 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Business,,,,,,,,,,,,,,4,I’m interested because I want to use some computing skills into my field of study. Also the bachelor I’m pursuing in business is related to coding ,Woman,19-20
2022/10/19 4:56:34 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Nursing,,,Woman,35-64
2022/10/19 6:03:54 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,High Impact,Non Degree seeking,,,,,,,,,,,,,,4,To learn more of the capabilities of Python.,Man,65+
2022/10/19 6:44:08 PM EST,CMP 130 Intro to IT,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,35-64
2022/10/19 6:48:23 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,35-64
2022/10/20 12:18:13 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,First Choice,,,Man,18 and younger
2022/10/20 10:38:49 AM EST,CMP 131 Fundamentals of Programming (Python),High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Man,18 and younger
2022/10/21 4:11:10 PM EST,CMP 130 Intro to IT,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2022/10/21 4:19:00 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2022/10/24 11:25:45 AM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2022/10/25 2:00:22 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Technical Studies,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,LIberal Arts,,,Man,25-34
2022/11/22 9:14:03 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Engineering,,,Man,21-24
2022/12/12 2:48:09 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,5,I want to do more coding but with C++,Man,25-34
2023/09/04 5:12:28 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,35-64
2023/09/04 5:15:24 PM EST,CMP 128 Computer Science I,No Impact,N/A,High Impact,Some Impact,High Impact,No Impact,N/A,High Impact,High Impact,Some Impact,No Impact,N/A,Some Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Business,,,Woman,21-24
2023/09/04 9:19:18 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Woman,18 and younger
2023/09/04 10:55:07 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,First Choice,,,Non-binary,19-20
2023/09/05 8:53:07 AM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,First Choice,,,Woman,19-20
2023/09/05 1:14:54 PM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,No Impact,No Impact,No Impact,N/A,Some Impact,N/A,N/A,Some Impact,N/A,N/A,Some Impact,N/A,CIS Game Development,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2023/09/05 3:21:23 PM EST,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2023/09/06 7:39:41 AM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2023/09/06 7:40:31 AM EST,CMP 128 Computer Science I,N/A,N/A,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Engineering,,,Man,21-24
2023/09/06 7:48:29 AM EST,CMP 128 Computer Science I,High Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,First Choice,,,Man,19-20
2023/09/06 7:48:32 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Economics,,,,,,,,,,,,,,3,It’s not necessarily a requirement for my major,Woman,19-20
2023/09/06 7:50:24 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime EDAM,,,,,,,,,,,,,,4,I do find coding interesting and I would like to learn more. The reason that it is not at a 5 is that I don’t know how much I’m going to enjoy the course yet as there haven’t been too many classes.,Man,18 and younger
2023/09/06 8:43:06 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,N/A,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,35-64
2023/09/06 9:18:50 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Nursing,,,,,,,,,,,,,,1,"i don’t see a reason in needing to take this class for nursing 
computers just seem boring ",Woman,19-20
2023/09/06 9:43:20 AM EST,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Science,,,Man,35-64
2023/09/06 10:09:20 AM EST,CMP 128 Computer Science I,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2023/09/06 10:10:32 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Data Analytics Certificate of Achievement,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,First Choice,,,Man,21-24
2023/09/06 10:11:52 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,N/A,Challenger Program,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,LIberal Arts,,,Woman,18 and younger
2023/09/06 10:52:53 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,No Impact,Some Impact,Some Impact,N/A,High Impact,N/A,High Impact,Some Impact,N/A,Undecided,,,,,,,,,,,,,,4,It almost like a coding class. I like learning new things.,Man,18 and younger
2023/09/06 11:06:40 AM EST,CMP 128 Computer Science I,Some Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2023/09/06 11:33:48 AM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,N/A,N/A,Some Impact,Dual Enrollment,,,,,,,,,,,,,,5,"I am very interested in taking computer science courses as I want to make games in the future. Though I want to mainly focus on the art aspect of video games, I would also like to learn how to code and be able to make them myself. ",Woman,18 and younger
2023/09/06 11:37:16 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,High Impact,High Impact,No Impact,N/A,N/A,High Impact,High Impact,High Impact,No Impact,Some Impact,N/A,N/A,ShareTime CSIP Program,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Engineering,,,Man,18 and younger
2023/09/06 11:57:01 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Technology,,,,,,,,,,,,,,5,Its a great skill to have in engineering also I always was fascinated with technology as a kid.,Man,25-34
2023/09/06 12:16:19 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,"All I would like to do is have a basic knowledge of computer parts and understand how they are being used to operate the digital system, also to find out computer parts are compatible with one another and how they perform with said parts. ",Man,19-20
2023/09/06 12:23:26 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,First Choice,,,Woman,19-20
2023/09/06 12:47:16 PM EST,CMP 128 Computer Science I,High Impact,Some Impact,N/A,N/A,N/A,High Impact,N/A,Some Impact,Some Impact,No Impact,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,First Choice,,,Man,18 and younger
2023/09/06 1:23:29 PM EST,CMP 128 Computer Science I,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2023/09/06 1:23:30 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,N/A,Electronics Engineering Technology,,,,,,,,,,,,,,3,Not really into making websites and code more into working with circuits or building parts.,Man,19-20
2023/09/06 1:23:43 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Liberal Arts,,,,,,,,,,,,,,3,"It could be interesting and useful, but there are other subjects I want to focus on studying. ",Prefer not to say,19-20
2023/09/06 1:24:33 PM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,Some Impact,N/A,N/A,N/A,High Impact,High Impact,Some Impact,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,First Choice,,,Man,25-34
2023/09/06 1:24:59 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime EDAM,,,,,,,,,,,,,,3,I’m taking engineering classes as a back up to my career choice,Man,18 and younger
2023/09/06 1:25:39 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,First Choice,,,Man,18 and younger
2023/09/06 1:26:02 PM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Undecided,,,,,,,,,,,,,,4,I would be interested because i am able to work with computers from anywhere and i would like to be able to travel,Man,18 and younger
2023/09/06 1:26:52 PM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,N/A,Mechanical Engineering Technology,,,,,,,,,,,,,,3,"Depending on if I enjoy this class, I would take more of these classes",Man,18 and younger
2023/09/06 1:31:34 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Woman,25-34
2023/09/06 1:34:54 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,N/A,Engineering,,,,,,,,,,,,,,3,"im not sure becuase i havent been taken a computing class til now 
",Man,19-20
2023/09/06 1:34:57 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,I took this class because it is required and I chose 3 because on the first day the class sparked some interest,Man,19-20
2023/09/06 1:41:15 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,First Choice,,,Man,19-20
2023/09/06 1:53:01 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,,,Man,18 and younger
2023/09/06 2:39:49 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2023/09/06 2:45:41 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,High Impact,Some Impact,N/A,N/A,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,First Choice,,,Man,25-34
2023/09/06 2:46:55 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,No Impact,No Impact,No Impact,N/A,N/A,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,First Choice,,,Man,19-20
2023/09/06 2:49:59 PM EST,CMP 128 Computer Science I,N/A,High Impact,High Impact,N/A,N/A,N/A,N/A,High Impact,High Impact,Some Impact,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,4,I am a high school senior taking courses at CCM for college credit so I have not decided my major yet. Taking a computer science course will show me if I want to pursue this and if I enjoy it I would definitely be interested in taking more computer science courses.,Man,18 and younger
2023/09/06 3:00:54 PM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Visiting Student,,,,,,,,,,,,,,5,I love computers and coding. I'm always interested in learning more about coding and different languages and technology,Man,19-20
2023/09/06 3:19:20 PM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,First Choice,,,Woman,21-24
2023/09/06 3:32:57 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,First Choice,,,Man,18 and younger
2023/09/06 3:37:41 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,First Choice,,,Man,19-20
2023/09/06 3:38:16 PM EST,CMP 128 Computer Science I,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,19-20
2023/09/06 3:40:37 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Business,,,,,,,,,,,,,,3,If it cost a lot of money,Man,21-24
2023/09/06 3:45:00 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Science,,,Woman,21-24
2023/09/06 3:48:58 PM EST,CMP 128 Computer Science I,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,First Choice,,,Man,19-20
2023/09/06 4:07:08 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,2,It is not necessary towards my degree and I plan on transferring after this fall semester.,Man,21-24
