TIME,COURSE,IM_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2022/10/19 6:03:54 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,0n Degree seeking,,,,,,,,,,,,,,4,To learn more of the capabilities of Python.,Man,65+
2022/10/19 6:44:08 PM EST,CMP 130 Intro to IT,0,0,2,0,0,0,2,2,0,0,0,2,0,0,Computer Science,1,1,0,1,1,1,1,1,1,1,1,1,First Choice,,,Man,35-64
2022/10/19 6:48:23 PM EST,CMP 130 Intro to IT,0,0,0,0,2,2,2,2,2,2,0,2,0,0,Computer Science,1,1,0,0,1,1,1,1,1,1,1,1,First Choice,,,Man,35-64
2022/10/20 12:18:13 AM EST,CMP 128 Computer Science I,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Computer Science,1,0,0,1,0,1,0,0,1,1,0,1,First Choice,,,Man,18 and younger
2022/10/20 10:38:49 AM EST,CMP 131 Fundamentals of Programming (Python),2,2,2,1,1,0,0,2,2,2,0,2,0,0,Information Tech0logy,1,1,0,0,0,1,0,0,1,1,1,1,Business,,,Man,18 and younger
2022/10/21 4:11:10 PM EST,CMP 130 Intro to IT,1,1,1,0,0,0,0,1,2,1,1,2,2,1,Information Tech0logy,1,1,0,0,0,1,0,0,1,1,1,1,First Choice,,,Man,21-24
2022/10/21 4:19:00 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,1,0,0,0,0,2,2,1,1,1,2,0,Information Tech0logy,1,1,0,1,1,1,1,1,1,1,1,1,First Choice,,,Man,21-24
2022/10/24 11:25:45 AM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2022/10/25 2:00:22 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Technical Studies,0,1,0,1,0,0,0,0,0,0,0,1,LIberal Arts,,,Man,25-34
2022/11/22 9:14:03 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,1,0,Engineering,,,Man,21-24
2022/12/12 2:48:09 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,5,I want to do more coding but with C++,Man,25-34
2023/09/04 5:12:28 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Information Tech0logy,1,1,0,1,1,1,1,0,1,1,1,1,First Choice,,,Man,35-64
2023/09/04 5:15:24 PM EST,CMP 128 Computer Science I,0,N/A,2,1,2,0,N/A,2,2,1,0,N/A,1,2,Computer Science,1,1,0,1,0,1,0,0,1,0,1,0,Business,,,Woman,21-24
2023/09/04 9:19:18 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,2,1,1,0,1,0,1,2,Information Tech0logy,1,1,0,0,0,0,0,0,0,1,1,1,First Choice,,,Woman,18 and younger
2023/09/04 10:55:07 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,0,0,1,0,0,0,0,0,1,0,0,First Choice,,,0n-binary,19-20
2023/09/05 8:53:07 AM EST,CMP 239 Internet & Web Page Design,1,0,0,0,0,1,0,1,1,0,0,0,0,0,Computer Science,1,1,0,1,0,0,0,1,1,1,1,0,First Choice,,,Woman,19-20
2023/09/05 1:14:54 PM EST,CMP 239 Internet & Web Page Design,1,0,0,0,0,N/A,1,N/A,N/A,1,N/A,N/A,1,N/A,CIS Game Development,1,1,0,0,0,0,0,1,1,1,1,1,First Choice,,,Man,18 and younger
2023/09/05 3:21:23 PM EST,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2023/09/06 7:39:41 AM EST,CMP 128 Computer Science I,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Computer Science,1,1,1,1,1,1,1,1,1,1,1,1,First Choice,,,Man,19-20
2023/09/06 7:40:31 AM EST,CMP 128 Computer Science I,N/A,N/A,0,0,0,0,0,1,1,0,0,0,0,2,Computer Science,1,1,0,1,1,0,0,0,1,0,0,0,Engineering,,,Man,21-24
2023/09/06 7:48:29 AM EST,CMP 128 Computer Science I,2,0,2,1,0,0,0,2,0,0,0,0,0,0,Information Tech0logy,1,1,0,1,1,1,0,1,1,1,0,0,First Choice,,,Man,19-20
2023/09/06 7:48:32 AM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Eco0mics,,,,,,,,,,,,,,3,It’s 0t necessarily a requirement for my major,Woman,19-20
2023/09/06 7:50:24 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime EDAM,,,,,,,,,,,,,,4,I do find coding interesting and I would like to learn more. The reason that it is 0t at a 5 is that I don’t k0w how much I’m going to enjoy the course yet as there haven’t been too many classes.,Man,18 and younger
2023/09/06 8:43:06 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,2,0,1,1,1,N/A,Information Tech0logy,1,1,0,1,1,1,0,0,1,1,1,1,First Choice,,,Man,35-64
2023/09/06 9:18:50 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Nursing,,,,,,,,,,,,,,1,"i don’t see a reason in needing to take this class for nursing 
computers just seem boring ",Woman,19-20
2023/09/06 9:43:20 AM EST,,0,0,0,0,0,0,0,0,2,0,2,2,2,0,Computer Science,1,1,0,1,1,1,0,1,1,0,1,1,Science,,,Man,35-64
2023/09/06 10:09:20 AM EST,CMP 128 Computer Science I,2,1,0,1,0,2,2,2,2,0,0,0,0,0,Computer Science,1,1,0,1,0,0,0,0,1,1,1,1,First Choice,,,Man,19-20
2023/09/06 10:10:32 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,1,0,2,1,1,0,Data Analytics Certificate of Achievement,1,1,0,0,1,1,0,0,1,1,0,1,First Choice,,,Man,21-24
2023/09/06 10:11:52 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,0,0,1,0,N/A,Challenger Program,1,0,1,1,1,1,0,0,0,0,0,1,LIberal Arts,,,Woman,18 and younger
2023/09/06 10:52:53 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,0,1,1,N/A,2,N/A,2,1,N/A,Undecided,,,,,,,,,,,,,,4,It almost like a coding class. I like learning new things.,Man,18 and younger
2023/09/06 11:06:40 AM EST,CMP 128 Computer Science I,1,1,2,2,1,2,2,2,0,0,0,2,1,0,Computer Science,1,1,0,1,1,1,1,0,1,1,1,1,First Choice,,,Man,21-24
2023/09/06 11:33:48 AM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,1,Dual Enrollment,,,,,,,,,,,,,,5,"I am very interested in taking computer science courses as I want to make games in the future. Though I want to mainly focus on the art aspect of video games, I would also like to learn how to code and be able to make them myself. ",Woman,18 and younger
2023/09/06 11:37:16 AM EST,CMP 128 Computer Science I,1,0,2,2,0,N/A,N/A,2,2,2,0,1,N/A,N/A,ShareTime CSIP Program,1,1,1,0,1,1,0,0,1,0,1,1,Engineering,,,Man,18 and younger
2023/09/06 11:57:01 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,5,Its a great skill to have in engineering also I always was fascinated with tech0logy as a kid.,Man,25-34
2023/09/06 12:16:19 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"All I would like to do is have a basic k0wledge of computer parts and understand how they are being used to operate the digital system, also to find out computer parts are compatible with one a0ther and how they perform with said parts. ",Man,19-20
2023/09/06 12:23:26 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,1,0,0,1,First Choice,,,Woman,19-20
2023/09/06 12:47:16 PM EST,CMP 128 Computer Science I,2,1,N/A,N/A,N/A,2,N/A,1,1,0,N/A,N/A,N/A,N/A,Computer Science,1,1,0,0,0,0,0,0,1,0,0,1,First Choice,,,Man,18 and younger
2023/09/06 1:23:29 PM EST,CMP 128 Computer Science I,0,1,0,0,0,0,0,1,1,1,0,0,0,0,Computer Science,1,1,1,1,0,1,1,0,1,1,1,1,First Choice,,,Man,19-20
2023/09/06 1:23:30 PM EST,CMP 128 Computer Science I,1,0,1,0,0,2,0,0,0,0,0,0,0,N/A,Electronics Engineering Tech0logy,,,,,,,,,,,,,,3,0t really into making websites and code more into working with circuits or building parts.,Man,19-20
2023/09/06 1:23:43 PM EST,CMP 128 Computer Science I,1,0,1,0,1,0,0,0,0,0,0,0,0,2,Liberal Arts,,,,,,,,,,,,,,3,"It could be interesting and useful, but there are other subjects I want to focus on studying. ",Prefer 0t to say,19-20
2023/09/06 1:24:33 PM EST,CMP 128 Computer Science I,1,N/A,N/A,1,N/A,N/A,N/A,2,2,1,N/A,N/A,N/A,N/A,Computer Science,1,1,0,1,0,1,0,1,1,0,1,1,First Choice,,,Man,25-34
2023/09/06 1:24:59 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ShareTime EDAM,,,,,,,,,,,,,,3,I’m taking engineering classes as a back up to my career choice,Man,18 and younger
2023/09/06 1:25:39 PM EST,CMP 128 Computer Science I,1,1,1,0,0,0,0,2,1,1,0,0,0,N/A,Computer Science,1,0,0,1,1,1,0,0,1,0,0,1,First Choice,,,Man,18 and younger
2023/09/06 1:26:02 PM EST,CMP 128 Computer Science I,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Undecided,,,,,,,,,,,,,,4,I would be interested because i am able to work with computers from anywhere and i would like to be able to travel,Man,18 and younger
2023/09/06 1:26:52 PM EST,CMP 128 Computer Science I,0,0,1,0,0,0,1,1,0,2,0,0,0,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"Depending on if I enjoy this class, I would take more of these classes",Man,18 and younger
2023/09/06 1:31:34 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,0,0,0,1,1,0,0,1,1,1,1,Business,,,Woman,25-34
2023/09/06 1:34:54 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,1,0,N/A,Engineering,,,,,,,,,,,,,,3,"im 0t sure becuase i havent been taken a computing class til 0w 
",Man,19-20
2023/09/06 1:34:57 PM EST,CMP 128 Computer Science I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,I took this class because it is required and I chose 3 because on the first day the class sparked some interest,Man,19-20
2023/09/06 1:41:15 PM EST,CMP 128 Computer Science I,2,0,0,0,0,1,0,0,0,1,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,1,0,0,1,First Choice,,,Man,19-20
2023/09/06 1:53:01 PM EST,CMP 128 Computer Science I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Computer Science,1,1,1,1,1,1,1,1,1,1,1,1,N/A,,,Man,18 and younger
2023/09/06 2:39:49 PM EST,CMP 128 Computer Science I,1,1,2,0,0,0,0,2,1,0,0,0,2,0,Computer Science,1,1,0,0,1,1,1,1,1,0,1,1,First Choice,,,Man,19-20
2023/09/06 2:45:41 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,N/A,N/A,1,0,0,Computer Science,1,1,0,0,0,1,0,0,1,0,1,0,First Choice,,,Man,25-34
2023/09/06 2:46:55 PM EST,CMP 128 Computer Science I,1,1,0,0,0,N/A,N/A,1,1,0,0,0,0,2,CIS Game Development,1,1,0,1,0,1,0,0,0,1,1,1,First Choice,,,Man,19-20
2023/09/06 2:49:59 PM EST,CMP 128 Computer Science I,N/A,2,2,N/A,N/A,N/A,N/A,2,2,1,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,4,I am a high school senior taking courses at CCM for college credit so I have 0t decided my major yet. Taking a computer science course will show me if I want to pursue this and if I enjoy it I would definitely be interested in taking more computer science courses.,Man,18 and younger
2023/09/06 3:00:54 PM EST,CMP 128 Computer Science I,2,2,2,0,0,2,0,0,2,0,0,0,0,0,Visiting Student,,,,,,,,,,,,,,5,I love computers and coding. I'm always interested in learning more about coding and different languages and tech0logy,Man,19-20
2023/09/06 3:19:20 PM EST,CMP 128 Computer Science I,0,0,1,1,0,0,0,2,1,0,0,0,0,N/A,Computer Science,1,1,0,1,0,0,0,1,0,1,1,1,First Choice,,,Woman,21-24
2023/09/06 3:32:57 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,1,0,0,0,2,CIS Game Development,1,1,0,1,0,0,0,0,1,0,1,1,First Choice,,,Man,18 and younger
2023/09/06 3:37:41 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Computer Science,1,1,0,0,1,0,0,0,1,1,0,1,First Choice,,,Man,19-20
2023/09/06 3:38:16 PM EST,CMP 128 Computer Science I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,CIS Game Development,0,1,0,1,0,1,0,0,0,0,0,0,First Choice,,,Man,19-20
2023/09/06 3:40:37 PM EST,CMP 128 Computer Science I,0,0,0,2,0,0,1,1,0,1,0,1,2,0,Business,,,,,,,,,,,,,,3,If it cost a lot of money,Man,21-24
2023/09/06 3:45:00 PM EST,CMP 128 Computer Science I,1,1,0,0,0,1,0,1,1,1,0,1,0,0,Computer Science,1,1,0,1,1,1,0,0,0,1,1,1,Science,,,Woman,21-24
2023/09/06 3:48:58 PM EST,CMP 128 Computer Science I,2,0,2,2,0,0,0,2,2,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,1,1,1,0,First Choice,,,Man,19-20
2023/09/06 4:07:08 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,2,It is 0t necessary towards my degree and I plan on transferring after this fall semester.,Man,21-24
2023/09/06 5:11:40 PM EST,CMP 128 Computer Science I,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,0,1,0,1,0,0,1,1,0,1,Computer programming,,,Man,25-34
2023/09/06 5:46:32 PM EST,CMP 128 Computer Science I,0,0,0,0,1,0,0,1,1,0,0,0,0,1,Computer Science,1,1,0,0,1,1,0,0,1,0,1,1,First Choice,,,Man,25-34
2023/09/07 2:12:21 AM EST,CMP 128 Computer Science I,2,2,2,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,1,1,1,1,1,1,1,1,1,1,Science,,,Man,18 and younger
2023/09/07 7:41:06 AM EST,CMP 128 Computer Science I,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Undecided,,,,,,,,,,,,,,4,I enjoy working with computers.,0n-binary,18 and younger
2023/09/07 7:41:47 AM EST,CMP 128 Computer Science I,2,2,1,N/A,N/A,N/A,1,1,2,N/A,N/A,1,N/A,2,Challenger Program,1,1,1,1,1,1,1,0,1,0,0,1,Business,,,Woman,18 and younger
2023/09/07 8:38:23 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,2,Data Analytics Certificate of Achievement,0,0,0,0,1,0,0,0,0,1,1,0,LIberal Arts,,,Woman,25-34
2023/09/07 8:41:20 AM EST,CMP 131 Fundamentals of Programming (Python),2,1,1,0,0,2,0,2,2,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,1,0,0,1,First Choice,,,Man,18 and younger
2023/09/07 8:42:02 AM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,Data Science,,,,,,,,,,,,,,4,I want to learn more specific skills to make myself more marketable when I graduate.,Man,21-24
2023/09/07 8:42:17 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,2,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,1,0,0,0,First Choice,,,Man,19-20
2023/09/07 8:43:33 AM EST,CMP 131 Fundamentals of Programming (Python),2,N/A,N/A,1,N/A,N/A,N/A,2,2,1,0,N/A,1,N/A,Computer Science,1,1,0,1,0,0,0,0,0,0,1,1,First Choice,,,Man,19-20
2023/09/07 8:44:05 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,2,1,2,1,1,1,1,1,1,0,Information Tech0logy,1,1,0,1,1,1,1,1,1,1,1,1,First Choice,,,Woman,25-34
2023/09/07 8:44:38 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,1,Information Tech0logy,0,1,0,1,1,1,1,0,0,1,1,1,First Choice,,,Man,21-24
2023/09/07 8:46:46 AM EST,CMP 131 Fundamentals of Programming (Python),2,0,0,0,0,0,0,2,2,2,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,1,1,First Choice,,,Man,21-24
2023/09/07 8:46:48 AM EST,CMP 131 Fundamentals of Programming (Python),1,1,0,0,0,0,0,2,2,0,0,0,1,0,Information Tech0logy,1,1,0,1,1,1,0,0,1,1,1,0,Exercise Science,,,Man,21-24
2023/09/07 8:47:18 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,2,0,2,2,0,0,0,0,0,Information Tech0logy,1,1,0,1,0,1,0,0,1,1,1,1,First Choice,,,Man,19-20
2023/09/07 8:48:02 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0,0,N/A,0,N/A,Information Tech0logy,1,0,0,0,0,1,0,0,1,1,1,1,First Choice,,,Man,19-20
2023/09/07 8:48:59 AM EST,CMP 131 Fundamentals of Programming (Python),0,1,2,0,0,0,0,2,1,0,0,0,0,0,0n Degree seeking,,,,,,,,,,,,,,4,"I understand that coding is very influential to several fields. I am interested in engineering and finance mainly and they both require coding k0wledge these days. I feel like my previous schools, Columbia High School and the University of Cincinnati did me a major disservice by 0t launching me into an actual coding language or 0t teaching me one at all. My father, grandfather, and neighbors have made a career of it. In short, it has a lot of potential to advance my k0wledge. ",Man,21-24
2023/09/07 8:49:37 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,1,0,0,0,0,0,0,Data Analytics Certificate of Achievement,1,0,0,1,1,1,0,1,1,1,1,1,N/A,,,Man,25-34
2023/09/07 11:07:31 AM EST,CMP 128 Computer Science I,1,0,0,0,0,1,0,1,1,0,0,0,0,2,Computer Science,1,1,0,1,0,1,0,0,1,1,1,1,First Choice,,,Woman,18 and younger
2023/09/07 3:41:15 PM EST,,0,0,0,0,0,0,0,2,2,0,0,0,0,N/A,Data Analytics Certificate of Achievement,1,0,0,1,1,1,0,0,0,0,0,1,Math,,,Woman,35-64
2023/09/07 3:56:35 PM EST,CMP 128 Computer Science I,1,1,0,0,0,0,0,2,0,0,0,0,0,2,CIS Game Development,1,0,0,0,0,1,0,0,0,0,1,0,First Choice,,,Man,18 and younger
2023/09/07 6:37:13 PM EST,CMP 128 Computer Science I,0,0,1,1,0,0,2,2,2,1,1,0,1,N/A,0n Degree seeking,,,,,,,,,,,,,,4,"I am currently a highschooler attending CCM as my dual enrollment option. I plan on majoring in computer science, specifically in either data science or software engineering. I genuinely enjoy working with computers and I am already taking two introductory compsci courses at the same time, java and python. I plan on learning many more languages as well so I will be taking more classes.",Man,18 and younger
2023/09/08 8:30:14 AM EST,CMP 128 Computer Science I,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Undecided,,,,,,,,,,,,,,4,Computer science is a growing field and I find myself interested in possibly pursuing it later on.,Man,18 and younger
2023/09/08 8:53:48 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,Because I could see it being useful in my future in some way shape or form,Man,21-24
2023/09/08 11:56:48 AM EST,CMP 128 Computer Science I,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,0,0,1,1,0,0,0,0,0,0,0,0,N/A,,,Man,18 and younger
2023/09/08 11:57:41 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,1,0,0,1,0,1,0,N/A,Undecided,,,,,,,,,,,,,,4,"I would be interested in some sense to take a0ther computing class, because it seems interesting to learn how to code run a program.",Man,18 and younger
2023/09/08 11:57:49 AM EST,CMP 128 Computer Science I,2,1,2,2,0,0,0,1,2,1,0,2,0,N/A,Undecided,,,,,,,,,,,,,,5,I am very interested in computing and programming. I tried to teach myself C++ at home a few years back but its difficult without proper guidance.,Man,18 and younger
2023/09/08 11:58:45 AM EST,CMP 128 Computer Science I,1,1,1,N/A,N/A,N/A,2,2,N/A,2,N/A,2,N/A,N/A,Computer Science,0,0,1,0,0,0,0,0,0,0,0,0,EDAM sharetime,,,Prefer 0t to say,18 and younger
2023/09/08 12:11:31 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,N/A,ShareTime EDAM,,,,,,,,,,,,,,3,if it relates more to my career i will further pursue coding but i dont currently feel it relates to much to engineering and manufacturing.,Man,18 and younger
2023/09/08 12:16:01 PM EST,CMP 128 Computer Science I,2,2,0,0,0,2,0,1,0,2,0,0,0,0,CIS Game Development,1,1,0,0,0,0,0,0,0,0,0,1,First Choice,,,Man,18 and younger
2023/09/08 8:10:38 PM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2,1,1,0,N/A,Electronics Engineering Tech0logy,,,,,,,,,,,,,,3,I really enjoy coding and taking classes to learns the ins and outs is good but I find coding to be best self taught through practice.,Man,21-24
2023/09/09 12:51:24 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,1,0,1,0,1,0,0,1,1,1,1,First Choice,,,Woman,25-34
2023/09/09 5:55:53 PM EST,CMP 128 Computer Science I,2,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,2,0,2,1,Information Tech0logy,1,1,0,1,0,1,0,0,0,0,1,1,First Choice,,,Man,25-34
2023/09/11 9:14:01 AM EST,CMP 128 Computer Science I,1,0,1,1,0,0,0,2,2,2,0,2,2,0,Information Tech0logy,1,1,0,1,1,1,1,1,1,1,1,1,First Choice,,,Man,25-34
2023/09/11 11:44:25 AM EST,CMP 128 Computer Science I,N/A,0,0,0,0,0,0,2,2,0,0,0,0,0,Information Tech0logy,1,0,0,1,0,1,1,1,0,0,1,1,First Choice,,,Man,25-34
2023/09/11 12:25:34 PM EST,CMP 128 Computer Science I,1,1,1,1,1,1,1,1,0,1,0,1,1,1,Information Tech0logy,1,0,0,1,1,1,0,0,0,1,1,1,First Choice,,,Man,19-20
2023/09/11 12:32:30 PM EST,CMP 128 Computer Science I,0,0,2,1,0,0,0,0,0,0,0,0,0,2,Information Tech0logy,1,0,0,1,0,1,0,0,1,0,1,1,First Choice,,,Man,21-24
2023/09/11 12:34:26 PM EST,CMP 128 Computer Science I,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,0,0,0,0,0,0,0,0,0,0,First Choice,,,Man,19-20
2023/09/11 1:23:27 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,0,0,1,1,1,0,Computer Science,1,1,0,1,1,1,0,0,1,1,0,0,First Choice,,,Man,35-64
2023/09/11 2:33:16 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business,,,,,,,,,,,,,,4,Want to learn more about tech,Woman,19-20
2023/09/11 4:01:57 PM EST,CMP 128 Computer Science I,0,0,0,0,2,0,0,2,2,0,0,0,0,0,High School Student,,,,,,,,,,,,,,5,"I would be, this is the career I would like to do",0n-binary,18 and younger
2023/09/11 5:49:53 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,0,1,0,1,1,1,0,0,1,1,1,1,First Choice,,,Man,25-34
2023/09/12 5:39:01 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,eh,Man,25-34
2023/09/12 7:43:07 PM EST,CMP 128 Computer Science I,2,1,2,1,1,N/A,N/A,N/A,1,1,0,2,1,0,Digital Media Tech0logy,1,1,0,1,0,1,0,0,0,1,1,1,First Choice,,,Man,21-24
2023/09/12 8:37:22 PM EST,CMP 128 Computer Science I,2,2,2,0,2,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,I am interested in other things,Man,21-24
2023/09/12 8:43:49 PM EST,CMP 128 Computer Science I,2,2,0,0,0,0,2,0,0,0,0,0,0,0,ShareTime EDAM,,,,,,,,,,,,,,3,"I’m 0t really sure how I feel about the computing class. Since it wasn’t a class that I chose and since we’ve only met 4 times, I’m 0t really sure how I feel about the class. ",Man,18 and younger
2023/09/12 10:00:23 PM EST,CMP 128 Computer Science I,2,0,1,1,0,0,2,1,0,0,0,2,2,0,ShareTime EDAM,,,,,,,,,,,,,,3,This class just started so idk how it’s gonna be,Man,18 and younger
2023/09/13 8:04:58 AM EST,CMP 128 Computer Science I,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ShareTime EDAM,,,,,,,,,,,,,,3,Im interested in learning on how to code since I've never really coded before.,Man,18 and younger
2023/09/13 9:23:16 AM EST,CMP 130 Intro to IT,1,1,0,0,0,0,2,0,0,0,0,0,0,0,Information Tech0logy,1,1,1,1,0,1,0,0,1,1,1,1,Science,,,Man,18 and younger
2023/09/13 9:23:39 AM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,2,1,1,0,0,0,0,ShareTime CSIP Program,1,0,1,1,0,1,0,0,0,0,0,1,First Choice,,,Man,18 and younger
2023/09/13 9:23:52 AM EST,CMP 130 Intro to IT,1,1,N/A,N/A,N/A,N/A,2,1,2,N/A,N/A,1,N/A,N/A,ShareTime CSIP Program,1,0,1,1,0,1,0,0,1,1,1,1,First Choice,,,Woman,18 and younger
2023/09/13 9:23:53 AM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ShareTime CSIP Program,1,1,1,1,0,1,0,0,0,1,1,1,First Choice,,,Woman,18 and younger
2023/09/13 9:24:41 AM EST,CMP 130 Intro to IT,2,0,0,0,0,0,0,0,0,2,0,0,0,0,ShareTime CSIP Program,1,1,0,1,0,1,0,0,0,1,0,1,Science,,,Man,18 and younger
