TIME,COURSE,IM_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2020/07/28 3:21:36 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,2,0,0,0,2,0,0,Computer Science,1,1,,1,1,1,,1,1,,1,1,First Choice,,,Man,21-24
2020/07/28 4:07:22 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Information Tech0logy,1,1,,,,,,,,1,1,,Nursing,,,Woman,25-34
2020/07/28 8:12:47 PM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,1,,1,1,1,,,,,1,1,First Choice,,,Man,35-64
2020/07/29 10:53:03 AM EST,CMP 239 Internet & Web Page Design,1,1,0,0,0,2,0,2,2,0,0,0,1,1,0n Degree seeking,,,,,,,,,,,,,,4,"I would love to learn more about coding and programming , especially about other programming languages that can code high-level programs. I think coding is an important part of every field in the future, which is a part of our modernized future. It's also interesting to me, and I'd like to learn more about it.",Woman,18 and younger
2020/07/29 4:26:21 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Computer Science,1,1,,,1,,,,,1,,,First Choice,,,Man,25-34
2020/07/30 1:10:46 PM EST,CMP 239 Internet & Web Page Design,2,N/A,1,N/A,N/A,2,N/A,2,2,2,0,1,0,0,Computer Science,1,1,,1,,,,,,,,1,First Choice,,,Man,19-20
2020/07/30 6:01:39 PM EST,CMP 239 Internet & Web Page Design,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Web Development Certificate of Achievement,1,,,1,1,1,,,,,1,1,Business,,,Woman,35-64
2020/07/30 7:58:48 PM EST,CMP 239 Internet & Web Page Design,1,1,1,N/A,1,1,1,1,1,1,1,1,1,N/A,Information Tech0logy,,1,,1,1,,,,,1,,,First Choice,,,Man,25-34
2020/07/31 1:58:09 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Information Tech0logy,1,1,,,,,,,,,,,N/A,,,Man,21-24
2020/08/02 7:04:38 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,,,,,,,,,,,,First Choice,,,Man,21-24
2020/08/03 11:24:59 AM EST,CMP 239 Internet & Web Page Design,1,0,1,0,0,1,1,1,1,1,0,1,0,0,Information Tech0logy,1,1,1,,,,,,,,1,,First Choice,,,Man,18 and younger
2020/08/03 12:00:01 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Engineering,,,,,,,,,,,,,,5,"I'm making a shift from Engineering to IT, as it is more clear and manageable for me to complete my degree and take the next steps to more education or launching my career, in addition to the significantly greater support from the IT and Computer Science faculty and staff than the Engineering department",Man,25-34
2020/08/03 2:01:43 PM EST,CMP 239 Internet & Web Page Design,2,0,0,0,0,0,0,0,1,2,0,1,0,N/A,Digital Media Tech0logy,1,,,,,,,,,,,,Animation ,,,Man,19-20
2020/09/08 10:47:44 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Undecided,,,,,,,,,,,,,,5,It is already the future.,Man,25-34
2020/09/09 9:21:38 AM EST,CMP 128 Computer Science I,2,2,2,N/A,N/A,2,1,0,0,1,0,0,0,N/A,Computer Science,1,,,,,,,,1,,,,First Choice,,,Man,18 and younger
2020/09/09 9:27:47 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,2,1,0,0,0,0,Computer Science,,,,,,,,,,,1,,Game Development,,,Woman,18 and younger
2020/09/09 9:59:49 AM EST,CMP 128 Computer Science I,1,1,1,1,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,,,,,,,,,,,Mechanical Engineering and Tech0logy ,,,Man,21-24
2020/09/09 10:15:32 AM EST,CMP 128 Computer Science I,2,1,N/A,N/A,N/A,2,N/A,2,2,2,N/A,N/A,N/A,N/A,Computer Science,1,1,,,,,,,1,,,,First Choice,,,Woman,18 and younger
2020/09/09 10:43:41 AM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,0n Degree seeking,,,,,,,,,,,,,,5,"These classes could lead me to jobs that can be done online, web design in particular which interested me in both the technical and creative aspects alike.",Woman,19-20
2020/09/09 12:37:11 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Information Tech0logy,1,1,,,,,,,,,,,Nursing,,,Woman,21-24
2020/09/09 12:37:16 PM EST,CMP 128 Computer Science I,2,1,1,0,0,1,0,1,0,0,0,0,0,0,Computer Science,,1,,,,,,,,,,1,Musical Theater,,,Man,19-20
2020/09/09 1:21:27 PM EST,CMP 128 Computer Science I,2,0,1,0,0,2,0,2,2,2,0,0,0,0,Computer Science,1,,,,,,,,1,,,1,First Choice,,,Man,18 and younger
2020/09/09 2:28:37 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undecided,,,,,,,,,,,,,,3,I want to Give Computer Science a try to understand tech0logy better ,Woman,19-20
2020/09/09 4:18:53 PM EST,CMP 128 Computer Science I,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,Challenger Program,1,1,,1,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/09 4:47:03 PM EST,CMP 239 Internet & Web Page Design,2,N/A,N/A,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,1,,1,,,,,,1,1,,First Choice,,,Man,19-20
2020/09/09 6:34:29 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Undecided,,,,,,,,,,,,,,5,"Because the future is in computers, especially since there's 0t much left to do during this time.",Man,19-20
2020/09/09 6:35:29 PM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0n Degree seeking,,,,,,,,,,,,,,5,"It keeps things interesting. I am an older student working in IT and I find that I came into IT with time and need for resources, but I don't have the background that new hires have in computers, particularly exposure to programming, different OS, etc.",Woman,35-64
2020/09/09 6:36:37 PM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business,,,,,,,,,,,,,,2,I am 0t a very tech0logically oriented however I believe in having diverse skills.,Woman,19-20
2020/09/10 10:25:38 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CIS Game Development,1,,,1,,1,,,,,,1,First Choice,,,Man,21-24
2020/09/10 10:34:47 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,N/A,N/A,N/A,N/A,Information Tech0logy,1,,,,1,,,,,,,,Radiography,,,Woman,19-20
2020/09/10 11:31:16 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,1,I am only taking this CMP class as a replacement for ENR 120 which is 0t offered by the college anymore,Man,19-20
2020/09/10 12:40:05 PM EST,CMP 128 Computer Science I,1,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"For me, writing in a computer language is difficult.  Just like learning any new language.",Man,21-24
2020/09/10 12:55:21 PM EST,CMP 239 Internet & Web Page Design,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Information Tech0logy,,,,,,,,,,,,1,First Choice,,,Man,19-20
2020/09/10 1:05:00 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,Is a really good tool to k0w about computing but i also k0wn is very complicated. i took two computer programming classes in my last college and they were really challenging. so i do 0t think i see myself taking a0ther class after this one.,Woman,21-24
2020/09/10 1:35:39 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,2,0,0,2,0,0,Computer Science,1,1,,,,1,,,,,1,,First Choice,,,Woman,18 and younger
2020/09/10 2:18:06 PM EST,CMP 128 Computer Science I,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0n Degree seeking,,,,,,,,,,,,,,3,Computer Science is 0t my main focus,Man,19-20
2020/09/10 2:20:05 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"It is too soon to tell being my first class, but if all goes well I will be interested ",Man,21-24
2020/09/10 2:21:30 PM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Business,,,,,,,,,,,,,,4,I would be interested in taking a0ther computing class only if I do well and enjoy my first class.,Woman,19-20
2020/09/10 2:24:14 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,,,,,,,,,,,,Mechanical Engineering and Tech0logy ,,,Man,21-24
2020/09/10 2:28:11 PM EST,CMP 128 Computer Science I,N/A,2,2,N/A,2,N/A,N/A,1,2,2,N/A,N/A,N/A,N/A,Information Tech0logy,1,1,,,,,,,1,1,,,First Choice,,,Prefer 0t to say,18 and younger
2020/09/10 4:28:40 PM EST,CMP 128 Computer Science I,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Architecture and Design,,,,,,,,,,,,,,4,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great k0wledge to have and can be beneficial to my future education and profession. ,Man,21-24
2020/09/10 4:31:28 PM EST,CMP 128 Computer Science I,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Architecture and Design,,,,,,,,,,,,,,4,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great k0wledge to have and can be beneficial to my future education and profession. ,Man,21-24
2020/09/10 4:42:03 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,i always like working with computers and coding was always a interesting topic to me ,Man,18 and younger
2020/09/10 4:55:42 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nursing,,,,,,,,,,,,,,1,"In the field of medicine, there is a small to medium amount of computing, and I believe it is important to k0w the basics of computers; but computers isn't what makes up the majority of medical professions (in regards to tending a patient's health -- besides showing them the monitor, etc.)",Woman,19-20
2020/09/10 8:32:53 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,1,2,1,Business,,,,,,,,,,,,,,5,"The more I k0w and understand, the better i would feel about getting involved hands on in creating things etc.",Man,25-34
2020/09/10 10:08:35 PM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,Engineering,,,,,,,,,,,,,,3,To compliment my Engineering degree,Man,19-20
2020/09/11 12:12:02 AM EST,CMP 128 Computer Science I,2,0,1,0,0,0,0,1,0,0,0,0,0,0,Computer Science,,1,,,,,,,,,,,Musical Theater,,,Man,19-20
2020/09/11 8:09:02 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,2,0,0,0,0,0,Undecided,,,,,,,,,,,,,,3,I have some experience with computers but 0t a lot. But I feel that it would be interesting to learn more about it. ,Man,19-20
2020/09/11 8:09:06 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,2,2,0,0,0,0,0,Undecided,,,,,,,,,,,,,,3,I have some experience with computers but 0t a lot. But I feel that it would be interesting to learn more about it. ,Man,19-20
2020/09/11 9:00:19 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Undecided,,,,,,,,,,,,,,5,I have worked with computers before and have always enjoyed it.  I think it is a good career path to follow. ,Man,18 and younger
2020/09/11 9:38:49 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Electronics Engineering Tech0logy,,,,,,,,,,,,,,3,I am talking this course as a prerequisite ,Woman,18 and younger
2020/09/11 9:41:36 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Electronics Engineering Tech0logy,,,,,,,,,,,,,,3,Taking course as a prerequisite ,Woman,18 and younger
2020/09/11 12:37:01 PM EST,CMP 128 Computer Science I,2,2,1,1,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/11 12:43:10 PM EST,CMP 128 Computer Science I,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,I want to learn more skills,Man,18 and younger
2020/09/11 2:49:04 PM EST,CMP 128 Computer Science I,N/A,N/A,1,N/A,0,0,0,0,0,0,0,0,0,N/A,Information Tech0logy,,,,,,1,,,,,1,1,First Choice,,,Man,21-24
2020/09/12 10:06:57 AM EST,CMP 239 Internet & Web Page Design,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Information Tech0logy,1,,,1,1,,,,,,,,First Choice,,,Man,25-34
2020/09/12 1:01:39 PM EST,CMP 128 Computer Science I,1,1,2,1,1,N/A,1,1,1,1,1,1,1,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,"exploring other options. Never k0w when I find something interesting, maybe even more than what I am currently going for.",Man,19-20
2020/09/12 2:02:17 PM EST,CMP 128 Computer Science I,0,0,0,1,0,0,1,2,2,1,0,2,0,0,Information Tech0logy,,1,,,1,,,,,,,,First Choice,,,Woman,19-20
2020/09/13 4:09:45 PM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,Undecided,,,,,,,,,,,,,,5,I want to learn something different.,Woman,21-24
2020/09/13 7:10:44 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Computer Science,1,1,,,,,,,,,,,First Choice,,,Woman,19-20
2020/09/13 7:23:30 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,,1,,1,,,,,1,,,,First Choice,,,Man,25-34
2020/09/13 7:24:44 PM EST,CMP 128 Computer Science I,0,0,1,0,1,0,0,1,1,1,1,1,1,1,Information Tech0logy,1,1,,,,,,,,1,,,First Choice,,,Man,19-20
2020/09/14 10:46:57 AM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,,,,,,,,,,First Choice,,,Man,19-20
2020/09/14 11:49:10 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,Hard to tell right 0w because i just started,Man,21-24
2020/09/14 1:05:34 PM EST,CMP 128 Computer Science I,2,0,1,0,0,2,0,0,0,0,0,0,0,0,Computer Science,1,,,1,,,,,,,1,1,First Choice,,,Man,18 and younger
2020/09/14 1:05:38 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,0,0,1,0,1,2,CIS Game Development,1,1,,,,1,,,1,,,1,Exercise Science,,,Man,19-20
2020/09/14 1:06:31 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,I believe that if I k0w e0ugh about computing class I will be able to keep up in our fast changing tech0logy driven world.,Man,18 and younger
2020/09/14 1:07:23 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,,1,1,1,,,,,1,,First Choice,,,Man,25-34
2020/09/14 1:07:42 PM EST,CMP 128 Computer Science I,2,2,2,2,0,2,0,2,2,2,0,0,0,0,Information Tech0logy,1,1,,,,1,,,1,1,,,First Choice,,,Man,21-24
2020/09/14 1:10:22 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberal Arts,,,,,,,,,,,,,,1,0t needed,Woman,19-20
2020/09/14 1:10:37 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Business,,,,,,,,,,,,,,1,"i will 0t, im 0t tech savy",Woman,19-20
2020/09/14 1:34:46 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,1,1,,,,,,,,,,,First Choice,,,Woman,25-34
2020/09/14 1:39:21 PM EST,CMP 128 Computer Science I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,Technical Studies,,,,1,,,,,1,1,1,1,First Choice,,,Man,19-20
2020/09/14 1:40:12 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Computer Science,1,,,,,,,,,,,,First Choice,,,Woman,18 and younger
2020/09/14 1:41:04 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"It would depend on how this class goes, and my interest in it",Man,18 and younger
2020/09/14 1:43:55 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,2,1,0,1,0,0,Computer Science,,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/14 2:49:18 PM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,Computer Science,,1,,,,1,,,1,1,1,1,Mathematics,,,Man,21-24
2020/09/14 3:18:49 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mathematics,,,,,,,,,,,,,,3,Too early to tell whether I may be interested in a0ther computing class.,Woman,65+
2020/09/14 5:10:08 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electronics Engineering Tech0logy,,,,,,,,,,,,,,3,Only if required to graduate,I do 0t identify,25-34
2020/09/14 5:10:18 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0n Degree seeking,,,,,,,,,,,,,,3,This course is a prerequisite for the Nuclear Medicine Tech0logy program I will be applying to next spring.,Woman,21-24
2020/09/14 5:10:51 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,Its 0t a part of my major so i wouldn't want to overextend myself.,Man,25-34
2020/09/14 5:13:02 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Information Tech0logy,1,1,,,,,,,,,,,chemical Engineering,,,Man,19-20
2020/09/14 5:13:04 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Education,,,,,,,,,,,,,,3,"Sort of interest in computing class, I use to take be interested in a programming degree.",Woman,21-24
2020/09/14 5:14:17 PM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,N/A,1,1,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,It is interesting to me but 0t something I would I find myself doing in the future.,Man,19-20
2020/09/14 5:14:29 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"Im 0t sure if this computer class is right for me and or going to be focusing on topics that will aid me in my career. However, might as well give it a shot.",Man,19-20
2020/09/14 5:17:10 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CIS Game Development,1,,,,,,,,,,,1,First Choice,,,Man,18 and younger
2020/09/14 5:20:03 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,1,,,1,,1,1,Engineering,,,Man,19-20
2020/09/14 5:20:38 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Information Tech0logy,1,,,1,,1,,,,1,1,1,Nursing,,,Man,25-34
2020/09/14 5:23:27 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,1,2,2,N/A,Electronics Engineering Tech0logy,,,,,,,,,,,,,,5,I have programming experience at work and want to expand on it,Man,25-34
2020/09/14 8:31:52 PM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,Computer Science,1,,,1,1,1,,,,,,,Math,,,Woman,25-34
2020/09/14 9:13:39 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1,N/A,Undecided,,,,,,,,,,,,,,3,I picked 3 because I am 0t that good in computer programming but I am willing to learn. ,Woman,19-20
2020/09/14 9:13:45 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,2,1,0,1,0,0,Computer Science,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/15 2:40:49 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,2,N/A,2,N/A,Electronics Engineering Tech0logy,,,,,,,,,,,,,,5,I currently work with Flight Simulators and i deal with computer software & hardware and as well as mechanical hardware and would like to gain more k0wledge in the Computer Science field.,Man,35-64
2020/09/16 6:47:42 AM EST,CMP 128 Computer Science I,1,0,1,1,1,0,1,1,0,1,0,2,0,N/A,Computer Science,1,,,,,,,,,1,,,Biology,,,Woman,18 and younger
2020/09/16 6:48:24 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Business,,,,,,,,,,,,,,3,"I took this class to get my requirements in. If I find the course more interesting as I go along, then I would take more computer courses. ",Woman,18 and younger
2020/09/16 10:44:06 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Electronics Engineering Tech0logy,,,,,,,,,,,,,,4,Computing seems like a very interesting class to take because it would be fun to take.,Man,19-20
2020/09/16 12:12:03 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"Depending on how this class goes, I will decide from there",Man,18 and younger
2020/09/16 1:09:14 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mathematics,,,,,,,,,,,,,,3,They are challenging,Man,19-20
2020/09/16 1:10:23 PM EST,CMP 128 Computer Science I,2,0,0,0,0,2,0,0,0,2,0,0,0,N/A,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/16 1:11:33 PM EST,CMP 128 Computer Science I,1,2,1,N/A,N/A,N/A,N/A,1,N/A,2,N/A,0,0,2,CIS Game Development,1,,,,,,,,,,,,First Choice,,,Prefer 0t to say,18 and younger
2020/09/16 1:12:11 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,3,"I think Computer Science and programming can be interesting, so I believe it can be interesting to try to learn despite it 0t being one of my own personal interests ",Woman,19-20
2020/09/16 1:12:18 PM EST,CMP 128 Computer Science I,1,2,1,N/A,1,1,N/A,N/A,N/A,1,N/A,1,N/A,N/A,Computer Science,,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/16 1:13:34 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Mathematics,,,,,,,,,,,,,,4,It is interesting to learn computing 0tions and tools and how to operate a program.,Woman,21-24
2020/09/16 1:13:36 PM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,2,0t required,Man,21-24
2020/09/16 1:14:34 PM EST,CMP 128 Computer Science I,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,Technical Studies,,,,,,,,,1,,,1,First Choice,,,Man,18 and younger
2020/09/16 1:14:48 PM EST,CMP 128 Computer Science I,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Information Tech0logy,1,1,,,,1,,,,1,,,First Choice,,,Man,18 and younger
2020/09/16 1:20:47 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"I like using computers, but when I figured out how they work and all the languages involved, I decided it probably wouldnt be for me.",Man,21-24
2020/09/17 12:05:35 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,1,0,0,2,1,0,CIS Game Development,1,1,,1,,1,,,,,,1,First Choice,,,Man,18 and younger
2020/09/17 12:23:10 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business,,,,,,,,,,,,,,1,"just taking it as an elective, 0thing personal against the community of technical field but just 0t a big fan",Man,19-20
2020/09/17 12:59:31 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,Computer Science,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/17 1:14:08 PM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,0,0,0,0,1,0,2,0,2,0,N/A,Information Tech0logy,1,,,,,,,,,1,,1,Culinary ,,,Man,19-20
2020/09/17 1:15:04 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Security Certificate of Achievement,1,,,1,1,1,,,,1,,,First Choice,,,Woman,35-64
2020/09/17 1:15:58 PM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,0,0,1,0,1,0,1,0,0,0,0,Information Tech0logy,1,1,,1,,,,,1,,1,,Computer Science,,,Man,18 and younger
2020/09/17 1:16:33 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,,,,,,,,,,,,First Choice,,,Woman,21-24
2020/09/17 1:16:41 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,0,2,0,0,0,0,Information Security Certificate of Achievement,1,,,,,,,,,,,,First Choice,,,Man,19-20
